tax code,TYPE (invoice/refund),account_id,debit,credit,invoice amount untaxed,invoice amount tax,invoice total,vat declaration,tax_amount
VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU,VAT-IN-V83-06-EU

VAT-IN-V83-06-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V83-06-EU,in_invoice,451055,0.0,60.0,1000.0,0.0,1000.0,['+BETAX55'],60.0
VAT-IN-V83-06-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-06-EU,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V83-06-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-06-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-06-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V83-06-EU,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V83-06-EU,in_refund,451055,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU,VAT-IN-V83-00-EU

VAT-IN-V83-00-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V83-00-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-00-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-00-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-00-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V83-00-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V83-00-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC,VAT-IN-V81-21-ROW-CC

VAT-IN-V81-21-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V81-21-ROW-CC,in_invoice,451057,0.0,210.0,1000.0,0.0,1000.0,['+BETAX57'],210.0
VAT-IN-V81-21-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-21-ROW-CC,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V81-21-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V81-21-ROW-CC,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V81-21-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V81-21-ROW-CC,in_refund,451057,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V81-21-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC,VAT-IN-V81-12-ROW-CC

VAT-IN-V81-12-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V81-12-ROW-CC,in_invoice,451057,0.0,120.0,1000.0,0.0,1000.0,['+BETAX57'],120.0
VAT-IN-V81-12-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-12-ROW-CC,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V81-12-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V81-12-ROW-CC,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V81-12-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V81-12-ROW-CC,in_refund,451057,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V81-12-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC,VAT-IN-V81-06-ROW-CC

VAT-IN-V81-06-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V81-06-ROW-CC,in_invoice,451057,0.0,60.0,1000.0,0.0,1000.0,['+BETAX57'],60.0
VAT-IN-V81-06-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-06-ROW-CC,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V81-06-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V81-06-ROW-CC,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V81-06-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V81-06-ROW-CC,in_refund,451057,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V81-06-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC,VAT-IN-V81-00-ROW-CC

VAT-IN-V81-00-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-00-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-00-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-00-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V81-00-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC,VAT-IN-V82-21-ROW-CC

VAT-IN-V82-21-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V82-21-ROW-CC,in_invoice,451057,0.0,210.0,1000.0,0.0,1000.0,['+BETAX57'],210.0
VAT-IN-V82-21-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-21-ROW-CC,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V82-21-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V82-21-ROW-CC,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V82-21-ROW-CC,in_refund,451057,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC,VAT-IN-V82-12-ROW-CC

VAT-IN-V82-12-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V82-12-ROW-CC,in_invoice,451057,0.0,120.0,1000.0,0.0,1000.0,['+BETAX57'],120.0
VAT-IN-V82-12-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-12-ROW-CC,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V82-12-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V82-12-ROW-CC,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V82-12-ROW-CC,in_refund,451057,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC,VAT-IN-V82-06-ROW-CC

VAT-IN-V82-06-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V82-06-ROW-CC,in_invoice,451057,0.0,60.0,1000.0,0.0,1000.0,['+BETAX57'],60.0
VAT-IN-V82-06-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-06-ROW-CC,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V82-06-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V82-06-ROW-CC,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V82-06-ROW-CC,in_refund,451057,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC,VAT-IN-V82-00-ROW-CC

VAT-IN-V82-00-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-00-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-00-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-00-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V82-00-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC,VAT-IN-V83-21-ROW-CC

VAT-IN-V83-21-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-21-ROW-CC,in_invoice,451057,0.0,210.0,1000.0,0.0,1000.0,['+BETAX57'],210.0
VAT-IN-V83-21-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-21-ROW-CC,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V83-21-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-21-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-21-ROW-CC,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-21-ROW-CC,in_refund,451057,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC,VAT-IN-V83-12-ROW-CC

VAT-IN-V83-12-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-12-ROW-CC,in_invoice,451057,0.0,120.0,1000.0,0.0,1000.0,['+BETAX57'],120.0
VAT-IN-V83-12-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-12-ROW-CC,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V83-12-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-12-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-12-ROW-CC,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-12-ROW-CC,in_refund,451057,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC,VAT-IN-V83-06-ROW-CC

VAT-IN-V83-06-ROW-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-06-ROW-CC,in_invoice,451057,0.0,60.0,1000.0,0.0,1000.0,['+BETAX57'],60.0
VAT-IN-V83-06-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-06-ROW-CC,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V83-06-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-06-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-06-ROW-CC,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-06-ROW-CC,in_refund,451057,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC,VAT-IN-V83-00-ROW-CC

VAT-IN-V83-00-ROW-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-00-ROW-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-00-ROW-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-00-ROW-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-00-ROW-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0
